IDTransacción;ClaveFecha;IDCliente;IDProducto;IDTienda;Cantidad;Descuento;MetodoPago
T03024;11/07/2024;C177;P037;S001;2;0.15;Credit Card
T03025;8/11/2024;C178;P044;S002;1;0;Mobile Money
T03026;15/10/2024;C037;P020;S001;3;0.05;Mobile Money
T03027;25/06/2024;C078;P025;S002;5;0;Credit Card
T03028;24/05/2024;C007;P049;S001;1;0.1;Cash
T03029;8/01/2024;C054;P011;S002;1;0;Bank Transfer
T03030;29/11/2023;C116;P048;S001;4;0.1;Mobile Money
T03031;2/04/2024;C003;P024;S005;3;0.1;Mobile Money
T03032;12/06/2024;C096;P018;S002;3;0.15;Mobile Money
T03033;3/07/2025;C163;P040;S005;5;0;Mobile Money
T03034;12/10/2023;C009;P023;S004;3;0.1;Cash
T03035;15/01/2025;C066;P029;S004;4;0;Mobile Money
T03036;1/08/2025;C177;P012;S005;5;0.1;Mobile Money
T03037;15/11/2023;C007;P045;S004;1;0.15;Cash
T03038;27/07/2025;C122;P006;S003;5;0;Cash
T03039;19/09/2024;C063;P007;S001;4;0.15;Bank Transfer
T03040;8/07/2025;C062;P038;S005;4;0;Bank Transfer
T03041;30/10/2024;C080;P015;S005;4;0.05;Mobile Money
T03042;9/10/2024;C025;P038;S001;2;0;Mobile Money
T03043;24/07/2024;C018;P021;S005;2;0.15;Bank Transfer
T03044;24/05/2024;C179;P003;S005;4;0;Bank Transfer
T03045;11/07/2025;C150;P040;S001;5;0.15;Credit Card
T03046;16/09/2024;C116;P046;S003;2;0;Bank Transfer
T03047;15/01/2025;C154;P013;S003;4;0;Credit Card
T03048;17/10/2023;C020;P002;S002;4;0.15;Credit Card
T03049;18/06/2025;C002;P006;S004;2;0.15;Cash
T03050;26/01/2024;C078;P025;S002;2;0.1;Mobile Money
T03051;22/10/2023;C059;P022;S004;1;0;Credit Card
T03052;4/11/2023;C036;P019;S002;5;0;Mobile Money
T03053;29/07/2024;C128;P020;S003;4;0;Bank Transfer
T03054;3/10/2024;C163;P027;S005;1;0.15;Mobile Money
T03055;25/04/2025;C009;P037;S003;4;0.15;Cash
T03056;11/07/2024;C017;P034;S001;3;0.1;Mobile Money
T03057;19/09/2023;C103;P021;S005;2;0.05;Cash
T03058;16/12/2023;C007;P036;S002;1;0.05;Credit Card
T03059;21/03/2024;C115;P019;S005;3;0.1;Mobile Money
T03060;11/08/2024;C018;P031;S002;5;0.15;Cash
T03061;1/01/2024;C144;P038;S001;2;0.05;Credit Card
T03062;19/07/2025;C077;P049;S002;4;0;Bank Transfer
T03063;20/10/2023;C016;P002;S005;1;0;Bank Transfer
T03064;18/04/2024;C150;P039;S005;1;0.1;Credit Card
T03065;3/05/2024;C082;P021;S002;4;0.05;Credit Card
T03066;8/12/2024;C170;P021;S004;4;0.15;Credit Card
T03067;22/03/2025;C026;P018;S002;4;0;Credit Card
T03068;28/04/2025;C171;P002;S002;5;0.05;Cash
T03069;20/09/2024;C123;P016;S005;1;0.05;Credit Card
T03070;17/11/2024;C161;P039;S004;3;0.05;Bank Transfer
T03071;14/09/2023;C105;P013;S001;4;0;Bank Transfer
T03072;29/09/2024;C200;P018;S004;1;0.05;Bank Transfer
T03073;14/02/2025;C101;P050;S004;5;0.05;Credit Card
T03074;30/06/2025;C123;P005;S005;5;0.15;Credit Card
T03075;31/12/2023;C062;P040;S005;5;0.1;Mobile Money
T03076;22/10/2024;C198;P036;S001;4;0;Mobile Money
T03077;17/10/2024;C017;P017;S005;1;0.05;Cash
T03078;28/02/2024;C095;P029;S003;4;0.1;Mobile Money
T03079;21/04/2025;C167;P041;S003;3;0.1;Bank Transfer
T03080;16/04/2025;C121;P035;S005;4;0.15;Credit Card
T03081;4/02/2024;C121;P020;S003;1;0.15;Bank Transfer
T03082;9/05/2025;C137;P045;S005;5;0;Bank Transfer
T03083;16/02/2024;C162;P042;S003;3;0.1;Credit Card
T03084;27/11/2023;C081;P031;S003;2;0.05;Bank Transfer
T03085;5/11/2023;C079;P037;S002;3;0.15;Bank Transfer
T03086;19/11/2023;C068;P007;S005;4;0.05;Credit Card
T03087;13/09/2024;C198;P043;S003;2;0.1;Bank Transfer
T03088;22/11/2024;C053;P039;S004;5;0.05;Cash
T03089;7/12/2023;C186;P026;S003;2;0.05;Bank Transfer
T03090;23/06/2024;C047;P018;S004;3;0.05;Mobile Money
T03091;19/10/2024;C124;P019;S003;5;0.15;Bank Transfer
T03092;28/05/2024;C038;P048;S003;5;0;Bank Transfer
T03093;12/04/2024;C032;P015;S004;5;0.15;Cash
T03094;7/11/2023;C018;P009;S002;3;0.15;Mobile Money
T03095;27/04/2025;C141;P001;S005;3;0.15;Credit Card
T03096;5/06/2025;C069;P023;S001;4;0.15;Cash
T03097;15/02/2025;C122;P050;S004;4;0.1;Cash
T03098;8/09/2025;C036;P040;S002;1;0.1;Cash
T03099;9/03/2025;C011;P014;S001;3;0;Bank Transfer
T03100;2/04/2024;C033;P035;S001;4;0.05;Cash
T03101;7/06/2025;C170;P001;S005;1;0;Cash
T03102;27/01/2024;C087;P022;S005;3;0.1;Mobile Money
T03103;25/09/2024;C062;P041;S002;2;0.1;Bank Transfer
T03104;19/03/2024;C061;P007;S002;1;0.1;Credit Card
T03105;4/07/2025;C044;P017;S004;2;0;Credit Card
T03106;18/02/2024;C024;P002;S005;5;0.1;Mobile Money
T03107;9/01/2025;C032;P014;S001;2;0.15;Credit Card
T03108;27/01/2025;C062;P005;S004;5;0.05;Credit Card
T03109;24/09/2023;C057;P012;S003;1;0;Credit Card
T03110;8/06/2024;C172;P033;S003;4;0.15;Mobile Money
T03111;10/07/2025;C055;P044;S002;1;0;Mobile Money
T03112;7/05/2024;C183;P034;S004;4;0.05;Mobile Money
T03113;23/11/2024;C158;P002;S004;1;0.1;Credit Card
T03114;6/07/2025;C173;P028;S004;4;0.1;Bank Transfer
T03115;18/03/2025;C006;P025;S004;5;0.15;Mobile Money
T03116;18/07/2024;C156;P038;S002;3;0.05;Cash
T03117;24/10/2024;C154;P034;S004;2;0.15;Credit Card
T03118;9/05/2024;C056;P029;S003;3;0.15;Bank Transfer
T03119;15/07/2024;C064;P034;S003;2;0.15;Mobile Money
T03120;29/01/2024;C007;P003;S005;2;0;Mobile Money
T03121;23/02/2025;C183;P026;S001;4;0.1;Bank Transfer
T03122;18/12/2023;C098;P048;S001;4;0.15;Mobile Money
T03123;11/03/2024;C109;P004;S001;4;0.1;Bank Transfer
T03124;23/03/2024;C059;P033;S003;3;0.1;Mobile Money
T03125;13/06/2024;C041;P031;S002;2;0.05;Cash
T03126;26/09/2023;C098;P011;S003;1;0.05;Cash
T03127;10/08/2024;C182;P048;S002;1;0;Bank Transfer
T03128;4/01/2025;C021;P011;S005;3;0.15;Credit Card
T03129;23/10/2024;C076;P029;S002;4;0.1;Credit Card
T03130;27/09/2024;C059;P032;S004;3;0.05;Cash
T03131;16/09/2024;C060;P046;S001;5;0;Credit Card
T03132;30/11/2023;C074;P019;S005;4;0.15;Credit Card
T03133;5/12/2023;C061;P009;S001;2;0;Cash
T03134;22/03/2024;C198;P036;S001;3;0.05;Cash
T03135;19/06/2025;C200;P020;S004;5;0.1;Credit Card
T03136;3/12/2023;C040;P014;S005;2;0.05;Cash
T03137;15/09/2024;C084;P021;S002;3;0;Cash
T03138;29/10/2023;C101;P049;S002;2;0;Mobile Money
T03139;12/12/2024;C040;P041;S002;2;0.1;Bank Transfer
T03140;7/01/2025;C119;P008;S002;4;0.05;Cash
T03141;12/11/2023;C183;P020;S002;2;0;Cash
T03142;14/11/2024;C097;P010;S002;1;0.1;Mobile Money
T03143;25/05/2024;C136;P033;S004;4;0.15;Mobile Money
T03144;15/11/2024;C166;P045;S005;3;0.15;Bank Transfer
T03145;17/04/2025;C135;P012;S004;2;0.15;Credit Card
T03146;17/11/2023;C010;P033;S002;1;0.1;Bank Transfer
T03147;2/05/2024;C030;P038;S005;4;0.15;Mobile Money
T03148;17/11/2024;C077;P034;S003;1;0.1;Mobile Money
T03149;9/02/2024;C051;P024;S001;2;0.15;Credit Card
T03150;11/01/2025;C116;P009;S005;2;0.1;Mobile Money
T03151;10/01/2024;C063;P007;S002;1;0.05;Mobile Money
T03152;6/01/2024;C065;P015;S004;4;0.15;Mobile Money
T03153;19/04/2025;C096;P048;S002;4;0.05;Mobile Money
T03154;18/11/2023;C014;P033;S002;2;0;Bank Transfer
T03155;25/01/2025;C096;P027;S001;3;0.15;Mobile Money
T03156;3/04/2024;C168;P023;S004;1;0.1;Bank Transfer
T03157;26/01/2025;C132;P028;S005;4;0;Mobile Money
T03158;13/01/2024;C018;P023;S003;3;0.05;Bank Transfer
T03159;5/12/2023;C130;P010;S002;1;0;Credit Card
T03160;14/01/2025;C191;P034;S005;3;0;Cash
T03161;20/01/2024;C131;P023;S002;5;0.1;Cash
T03162;23/08/2024;C115;P030;S004;3;0.15;Bank Transfer
T03163;23/12/2024;C160;P004;S003;3;0.1;Cash
T03164;6/03/2025;C133;P002;S005;1;0.15;Mobile Money
T03165;26/07/2024;C111;P043;S005;1;0;Credit Card
T03166;6/04/2025;C097;P017;S003;4;0.1;Credit Card
T03167;15/04/2024;C037;P026;S002;1;0.15;Bank Transfer
T03168;16/10/2023;C101;P019;S002;1;0;Bank Transfer
T03169;25/07/2025;C004;P010;S002;2;0.15;Credit Card
T03170;3/10/2024;C107;P001;S002;4;0.1;Credit Card
T03171;28/06/2025;C001;P001;S001;2;0;Bank Transfer
T03172;20/03/2024;C187;P040;S004;1;0.05;Mobile Money
T03173;1/06/2025;C043;P019;S004;1;0;Mobile Money
T03174;26/03/2025;C088;P032;S005;3;0.15;Bank Transfer
T03175;8/01/2025;C148;P017;S005;5;0.1;Bank Transfer
T03176;20/09/2024;C135;P023;S002;5;0.1;Credit Card
T03177;16/05/2025;C058;P048;S001;4;0.15;Bank Transfer
T03178;19/12/2024;C085;P041;S005;3;0.15;Mobile Money
T03179;24/11/2024;C014;P038;S005;3;0.1;Cash
T03180;18/08/2024;C038;P020;S005;2;0.05;Credit Card
T03181;12/09/2024;C119;P022;S002;1;0.1;Mobile Money
T03182;23/01/2024;C191;P027;S004;4;0.1;Bank Transfer
T03183;26/12/2023;C021;P027;S002;2;0.15;Cash
T03184;6/07/2024;C199;P032;S003;1;0.15;Mobile Money
T03185;15/01/2024;C111;P043;S002;4;0.15;Cash
T03186;1/04/2024;C086;P031;S003;1;0.1;Credit Card
T03187;22/06/2025;C125;P042;S004;4;0.05;Mobile Money
T03188;22/04/2024;C111;P026;S002;3;0.05;Credit Card
T03189;21/01/2025;C087;P009;S002;5;0.1;Mobile Money
T03190;27/02/2025;C022;P037;S001;1;0;Cash
T03191;29/04/2025;C039;P046;S005;4;0.15;Cash
T03192;25/01/2025;C179;P009;S002;1;0;Mobile Money
T03193;25/06/2025;C046;P012;S001;2;0.1;Bank Transfer
T03194;30/06/2025;C174;P004;S003;5;0;Cash
T03195;15/03/2025;C043;P048;S003;3;0;Cash
T03196;18/05/2024;C150;P024;S001;1;0;Credit Card
T03197;28/08/2025;C044;P036;S004;4;0;Bank Transfer
T03198;22/06/2024;C152;P036;S003;5;0;Bank Transfer
T03199;17/09/2024;C036;P028;S001;4;0.1;Credit Card
T03200;5/11/2023;C165;P008;S005;1;0.15;Credit Card
T03201;8/04/2025;C177;P035;S003;1;0.15;Bank Transfer
T03202;12/06/2024;C171;P022;S002;4;0.15;Bank Transfer
T03203;14/11/2023;C131;P046;S003;3;0.15;Mobile Money
T03204;22/04/2025;C061;P015;S003;3;0.05;Credit Card
T03205;7/10/2023;C119;P003;S002;2;0;Cash
T03206;18/01/2025;C016;P013;S005;1;0.05;Cash
T03207;7/08/2024;C115;P021;S002;2;0;Bank Transfer
T03208;12/03/2024;C198;P034;S003;3;0.05;Mobile Money
T03209;23/02/2025;C112;P016;S004;1;0.1;Credit Card
T03210;1/07/2024;C122;P009;S001;3;0.05;Mobile Money
T03211;21/07/2024;C050;P034;S003;1;0;Cash
T03212;5/04/2025;C065;P041;S004;2;0.15;Mobile Money
T03213;3/07/2024;C169;P015;S004;3;0.15;Credit Card
T03214;12/04/2025;C084;P032;S004;3;0.05;Cash
T03215;16/10/2024;C043;P026;S003;4;0;Mobile Money
T03216;17/02/2024;C086;P043;S002;1;0.05;Credit Card
T03217;13/04/2024;C132;P006;S005;4;0.1;Credit Card
T03218;27/03/2025;C185;P003;S002;4;0;Cash
T03219;21/04/2024;C162;P019;S003;3;0.1;Bank Transfer
T03220;12/11/2024;C001;P048;S001;4;0.05;Credit Card
T03221;19/05/2025;C038;P035;S003;5;0.1;Mobile Money
T03222;21/09/2024;C136;P011;S005;5;0.05;Mobile Money
T03223;13/07/2025;C198;P003;S001;4;0.1;Mobile Money
T03224;25/06/2025;C012;P036;S003;3;0;Mobile Money
T03225;8/08/2025;C151;P001;S001;4;0.15;Mobile Money
T03226;10/09/2023;C156;P024;S005;2;0.1;Credit Card
T03227;27/02/2024;C116;P006;S003;3;0;Credit Card
T03228;3/11/2023;C172;P033;S005;3;0.15;Bank Transfer
T03229;13/01/2025;C002;P011;S005;2;0;Credit Card
T03230;19/11/2023;C116;P012;S002;4;0;Mobile Money
T03231;17/05/2024;C013;P025;S001;3;0.15;Cash
T03232;5/02/2025;C129;P015;S003;5;0;Mobile Money
T03233;14/07/2025;C149;P008;S002;5;0.1;Cash
T03234;22/12/2023;C061;P017;S004;5;0.1;Credit Card
T03235;8/05/2024;C140;P009;S002;1;0.15;Cash
T03236;25/06/2025;C085;P048;S002;4;0;Cash
T03237;9/11/2024;C034;P031;S003;2;0.1;Bank Transfer
T03238;27/01/2024;C107;P012;S002;4;0.05;Credit Card
T03239;17/04/2025;C093;P015;S001;3;0.1;Cash
T03240;9/04/2024;C020;P020;S002;1;0;Credit Card
T03241;10/12/2023;C017;P046;S003;2;0;Mobile Money
T03242;7/07/2024;C087;P011;S001;5;0.15;Cash
T03243;22/02/2025;C124;P050;S005;3;0;Bank Transfer
T03244;11/04/2025;C024;P004;S003;2;0.15;Credit Card
T03245;19/10/2023;C140;P033;S003;1;0;Cash
T03246;2/12/2024;C042;P035;S002;3;0.05;Credit Card
T03247;29/12/2024;C123;P030;S003;1;0.1;Mobile Money
T03248;10/09/2023;C194;P038;S004;1;0.15;Credit Card
T03249;2/03/2024;C043;P044;S002;5;0.15;Cash
T03250;10/05/2024;C191;P031;S002;4;0.15;Mobile Money
T03251;5/11/2023;C083;P043;S003;2;0;Cash
T03252;16/05/2024;C116;P032;S002;1;0.1;Cash
T03253;10/09/2024;C171;P038;S003;3;0.15;Cash
T03254;6/12/2024;C081;P011;S004;1;0.05;Cash
T03255;13/04/2025;C153;P037;S005;5;0;Credit Card
T03256;12/01/2024;C122;P035;S004;5;0.1;Cash
T03257;26/09/2024;C160;P009;S001;3;0.05;Bank Transfer
T03258;7/07/2024;C138;P020;S004;3;0;Cash
T03259;10/07/2025;C015;P037;S003;2;0.1;Mobile Money
T03260;17/03/2025;C040;P050;S003;3;0.15;Cash
T03261;20/03/2024;C136;P039;S003;1;0.15;Bank Transfer
T03262;12/11/2024;C190;P022;S003;4;0;Cash
T03263;21/03/2025;C073;P008;S003;2;0;Credit Card
T03264;17/12/2024;C135;P045;S005;5;0;Bank Transfer
T03265;4/11/2023;C030;P005;S001;3;0.1;Bank Transfer
T03266;17/06/2024;C032;P013;S002;5;0.05;Cash
T03267;29/07/2024;C060;P026;S001;3;0.1;Cash
T03268;19/11/2024;C183;P036;S005;5;0.1;Bank Transfer
T03269;24/07/2025;C026;P034;S004;1;0.1;Mobile Money
T03270;14/02/2025;C024;P035;S003;3;0;Credit Card
T03271;7/09/2025;C018;P048;S001;5;0;Cash
T03272;15/08/2025;C123;P019;S001;4;0.1;Mobile Money
T03273;27/10/2023;C139;P048;S001;3;0.05;Credit Card
T03274;2/08/2024;C021;P036;S003;2;0.05;Cash
T03275;20/04/2025;C162;P012;S001;4;0.05;Credit Card
T03276;16/07/2024;C044;P048;S005;2;0.15;Cash
T03277;11/11/2023;C175;P022;S005;3;0.05;Mobile Money
T03278;22/11/2023;C141;P026;S002;1;0.15;Credit Card
T03279;7/01/2025;C157;P040;S004;2;0.1;Bank Transfer
T03280;12/03/2024;C035;P018;S004;5;0.15;Bank Transfer
T03281;29/03/2025;C069;P025;S002;5;0;Mobile Money
T03282;5/11/2023;C066;P033;S005;4;0;Cash
T03283;26/07/2025;C104;P032;S005;2;0.1;Credit Card
T03284;6/02/2024;C148;P017;S002;5;0;Credit Card
T03285;11/09/2023;C034;P007;S001;2;0.05;Cash
T03286;19/08/2025;C188;P031;S001;4;0.05;Credit Card
T03287;15/02/2025;C071;P034;S001;5;0;Credit Card
T03288;19/10/2023;C184;P004;S001;1;0.15;Cash
T03289;26/03/2024;C088;P049;S002;4;0.05;Credit Card
T03290;27/08/2025;C186;P021;S001;3;0.1;Mobile Money
T03291;26/10/2023;C097;P044;S005;3;0.15;Credit Card
T03292;4/02/2024;C163;P042;S002;2;0.15;Bank Transfer
T03293;13/05/2025;C049;P022;S002;4;0.15;Bank Transfer
T03294;2/03/2025;C112;P034;S001;3;0;Mobile Money
T03295;3/12/2024;C119;P004;S002;1;0;Mobile Money
T03296;9/02/2025;C135;P049;S003;2;0.15;Cash
T03297;5/02/2024;C074;P040;S002;3;0.1;Credit Card
T03298;3/11/2023;C110;P045;S001;4;0;Mobile Money
T03299;25/06/2025;C090;P040;S003;2;0.15;Credit Card
T03300;21/11/2023;C177;P036;S003;4;0.15;Bank Transfer
T03301;28/04/2025;C042;P043;S004;2;0.15;Credit Card
T03302;25/04/2024;C005;P033;S002;4;0.15;Credit Card
T03303;29/06/2025;C142;P013;S005;2;0;Bank Transfer
T03304;22/05/2025;C185;P040;S003;5;0.1;Cash
T03305;27/09/2023;C070;P010;S005;3;0.15;Cash
T03306;13/07/2025;C017;P030;S005;1;0.05;Bank Transfer
T03307;13/06/2024;C065;P030;S002;5;0.05;Mobile Money
T03308;17/11/2024;C136;P033;S001;2;0;Bank Transfer
T03309;9/01/2025;C197;P042;S005;4;0.1;Cash
T03310;22/07/2025;C124;P042;S002;2;0;Bank Transfer
T03311;3/10/2024;C185;P038;S004;3;0.1;Credit Card
T03312;9/05/2025;C161;P043;S004;5;0.1;Cash
T03313;1/11/2023;C098;P034;S004;5;0.05;Credit Card
T03314;10/08/2024;C084;P006;S001;3;0.1;Mobile Money
T03315;7/08/2025;C195;P015;S002;5;0.1;Mobile Money
T03316;15/09/2023;C059;P012;S004;5;0;Cash
T03317;24/06/2024;C027;P033;S005;2;0.05;Mobile Money
T03318;25/02/2024;C012;P037;S002;4;0.15;Cash
T03319;18/10/2023;C027;P049;S005;4;0.05;Credit Card
T03320;10/06/2024;C189;P048;S002;2;0.1;Cash
T03321;25/10/2023;C010;P043;S003;1;0.15;Cash
T03322;16/08/2025;C072;P023;S005;4;0.05;Cash
T03323;31/01/2024;C088;P035;S002;5;0;Cash
T03324;9/09/2024;C065;P023;S005;5;0.05;Cash
T03325;20/07/2025;C122;P049;S003;5;0.05;Cash
T03326;6/11/2023;C126;P002;S002;4;0.1;Cash
T03327;8/04/2025;C023;P047;S005;5;0.05;Bank Transfer
T03328;5/12/2024;C001;P010;S004;3;0.1;Mobile Money
T03329;23/08/2025;C143;P022;S002;1;0;Cash
T03330;21/02/2024;C171;P045;S003;2;0.05;Credit Card
T03331;9/04/2024;C060;P037;S001;2;0.05;Credit Card
T03332;4/01/2024;C051;P020;S002;3;0.15;Cash
T03333;29/10/2024;C170;P046;S004;2;0.05;Cash
T03334;9/07/2024;C031;P042;S002;3;0.1;Mobile Money
T03335;4/04/2025;C040;P009;S001;2;0.15;Mobile Money
T03336;5/03/2024;C002;P042;S002;3;0;Credit Card
T03337;16/08/2025;C176;P012;S004;1;0;Credit Card
T03338;2/06/2024;C055;P024;S001;2;0.15;Cash
T03339;30/12/2024;C112;P037;S002;2;0.1;Bank Transfer
T03340;25/06/2024;C116;P025;S002;5;0.05;Mobile Money
T03341;27/02/2025;C109;P043;S002;5;0.15;Bank Transfer
T03342;28/03/2024;C081;P013;S003;5;0.05;Cash
T03343;22/04/2025;C051;P045;S004;3;0.15;Mobile Money
T03344;17/07/2024;C024;P039;S005;1;0.05;Cash
T03345;13/12/2023;C059;P013;S005;1;0.15;Mobile Money
T03346;20/06/2024;C167;P022;S005;2;0;Credit Card
T03347;1/09/2024;C138;P010;S002;2;0.05;Cash
T03348;29/10/2024;C131;P033;S005;5;0;Credit Card
T03349;13/01/2025;C138;P014;S005;1;0.1;Cash
T03350;20/04/2024;C067;P047;S003;3;0.05;Credit Card
T03351;14/04/2024;C012;P045;S004;4;0.05;Credit Card
T03352;6/10/2023;C057;P007;S001;5;0.05;Mobile Money
T03353;8/04/2024;C019;P022;S004;5;0;Bank Transfer
T03354;26/12/2024;C118;P029;S002;3;0.1;Cash
T03355;30/10/2024;C009;P031;S001;1;0;Cash
T03356;29/10/2024;C022;P007;S003;2;0;Cash
T03357;5/06/2024;C177;P050;S002;4;0;Mobile Money
T03358;23/12/2024;C138;P042;S003;1;0;Credit Card
T03359;24/01/2025;C091;P007;S003;4;0;Bank Transfer
T03360;14/11/2023;C193;P030;S003;3;0.05;Cash
T03361;11/04/2025;C140;P002;S002;5;0.15;Bank Transfer
T03362;20/05/2025;C126;P008;S005;1;0.05;Credit Card
T03363;24/01/2024;C196;P031;S003;5;0;Bank Transfer
T03364;30/11/2024;C098;P040;S004;1;0.15;Mobile Money
T03365;6/07/2024;C007;P008;S001;5;0;Cash
T03366;25/02/2025;C170;P046;S003;2;0.15;Bank Transfer
T03367;18/05/2024;C163;P016;S003;1;0.1;Bank Transfer
T03368;30/03/2024;C136;P046;S002;4;0.15;Cash
T03369;26/10/2024;C061;P018;S004;2;0.1;Credit Card
T03370;17/01/2024;C083;P039;S003;1;0.1;Bank Transfer
T03371;12/01/2024;C044;P015;S005;4;0;Cash
T03372;13/03/2025;C161;P028;S004;1;0.15;Credit Card
T03373;11/02/2024;C062;P014;S004;5;0.15;Bank Transfer
T03374;21/05/2024;C005;P027;S005;5;0.05;Credit Card
T03375;5/11/2024;C017;P012;S001;3;0;Cash
T03376;6/02/2024;C101;P013;S003;5;0;Cash
T03377;22/03/2024;C067;P023;S003;2;0.15;Mobile Money
T03378;31/08/2024;C064;P009;S005;2;0.15;Credit Card
T03379;3/11/2024;C136;P049;S001;4;0.1;Credit Card
T03380;3/09/2025;C040;P021;S001;2;0.15;Bank Transfer
T03381;17/05/2025;C186;P015;S002;5;0.1;Mobile Money
T03382;7/06/2025;C077;P023;S002;1;0.05;Mobile Money
T03383;23/04/2024;C194;P038;S002;3;0.15;Credit Card
T03384;18/03/2024;C027;P042;S003;3;0;Mobile Money
T03385;12/05/2024;C011;P011;S004;3;0.15;Credit Card
T03386;6/05/2025;C091;P044;S003;3;0;Credit Card
T03387;5/03/2025;C104;P023;S002;3;0.1;Credit Card
T03388;24/03/2024;C076;P044;S002;1;0;Mobile Money
T03389;22/04/2024;C097;P009;S003;4;0.1;Bank Transfer
T03390;19/12/2024;C132;P021;S005;5;0;Credit Card
T03391;24/07/2025;C188;P007;S001;3;0.05;Credit Card
T03392;7/10/2023;C071;P031;S003;2;0.15;Cash
T03393;17/09/2023;C173;P007;S003;1;0.1;Cash
T03394;4/06/2025;C075;P049;S002;2;0.05;Credit Card
T03395;23/01/2025;C196;P003;S003;2;0.1;Bank Transfer
T03396;8/02/2024;C182;P018;S001;4;0.05;Credit Card
T03397;20/12/2024;C027;P002;S001;1;0.15;Mobile Money
T03398;29/12/2024;C185;P020;S001;5;0;Credit Card
T03399;10/11/2023;C062;P002;S005;1;0.05;Mobile Money
T03400;16/09/2024;C056;P040;S002;4;0.1;Credit Card
T03401;9/07/2025;C011;P026;S004;1;0;Cash
T03402;4/06/2024;C193;P039;S005;5;0.15;Bank Transfer
T03403;12/12/2024;C100;P029;S001;4;0.15;Cash
T03404;10/08/2025;C003;P013;S002;2;0;Cash
T03405;3/05/2024;C151;P032;S001;3;0.15;Cash
T03406;24/04/2024;C141;P019;S002;5;0;Credit Card
T03407;8/07/2025;C177;P018;S004;3;0.15;Mobile Money
T03408;15/04/2025;C068;P026;S003;5;0;Mobile Money
T03409;6/09/2025;C001;P019;S005;2;0.15;Bank Transfer
T03410;29/07/2024;C157;P044;S003;2;0;Cash
T03411;22/11/2024;C080;P048;S005;1;0;Bank Transfer
T03412;17/06/2025;C028;P026;S005;3;0.05;Credit Card
T03413;6/09/2025;C102;P027;S005;4;0.1;Cash
T03414;24/09/2023;C151;P022;S002;4;0.05;Credit Card
T03415;24/07/2024;C186;P025;S002;2;0.05;Cash
T03416;30/05/2025;C062;P034;S004;3;0.1;Bank Transfer
T03417;14/02/2025;C108;P026;S001;1;0.1;Cash
T03418;7/01/2024;C179;P048;S003;2;0.15;Cash
T03419;23/03/2024;C094;P038;S001;3;0.05;Mobile Money
T03420;4/03/2025;C102;P023;S004;4;0;Cash
T03421;30/06/2025;C030;P037;S002;4;0;Cash
T03422;7/06/2024;C050;P010;S001;5;0.05;Bank Transfer
T03423;24/02/2024;C100;P035;S004;5;0;Cash
T03424;13/10/2023;C099;P024;S002;4;0;Bank Transfer
T03425;15/05/2024;C191;P015;S002;1;0.05;Credit Card
T03426;23/09/2024;C066;P010;S003;3;0;Mobile Money
T03427;5/09/2025;C131;P044;S005;2;0.15;Cash
T03428;24/04/2024;C125;P009;S004;4;0.05;Credit Card
T03429;5/04/2024;C135;P035;S003;3;0;Cash
T03430;9/08/2024;C062;P031;S003;5;0;Mobile Money
T03431;23/04/2025;C200;P029;S002;3;0.1;Credit Card
T03432;17/07/2024;C123;P005;S005;5;0.05;Mobile Money
T03433;9/09/2024;C012;P048;S002;2;0.1;Cash
T03434;23/04/2024;C014;P034;S001;3;0.15;Cash
T03435;5/12/2023;C156;P012;S001;5;0.1;Cash
T03436;8/07/2025;C075;P049;S003;5;0.05;Cash
T03437;12/06/2025;C183;P048;S004;3;0.05;Mobile Money
T03438;20/01/2025;C194;P003;S005;5;0.15;Mobile Money
T03439;14/05/2025;C200;P024;S003;5;0.15;Cash
T03440;4/01/2024;C134;P036;S003;2;0.1;Mobile Money
T03441;26/07/2024;C164;P035;S005;2;0.05;Bank Transfer
T03442;8/06/2025;C145;P006;S001;3;0;Bank Transfer
T03443;13/04/2024;C146;P024;S005;2;0.05;Credit Card
T03444;9/12/2024;C028;P015;S002;2;0.1;Credit Card
T03445;18/04/2025;C199;P039;S004;4;0;Mobile Money
T03446;6/06/2025;C160;P016;S001;5;0.15;Credit Card
T03447;26/06/2025;C102;P041;S001;4;0.15;Cash
T03448;28/02/2025;C165;P030;S004;2;0.05;Bank Transfer
T03449;14/02/2025;C144;P039;S002;5;0.05;Bank Transfer
T03450;12/02/2024;C172;P040;S005;3;0.05;Credit Card
T03451;23/09/2023;C169;P015;S005;1;0.1;Cash
T03452;20/03/2024;C089;P015;S004;1;0.05;Mobile Money
T03453;8/05/2025;C088;P050;S001;5;0.05;Mobile Money
T03454;2/09/2024;C152;P043;S003;5;0.05;Mobile Money
T03455;3/07/2024;C170;P047;S003;1;0.15;Mobile Money
T03456;2/10/2023;C089;P044;S004;1;0.05;Cash
T03457;26/10/2024;C144;P035;S004;4;0;Credit Card
T03458;27/05/2024;C197;P013;S002;5;0.1;Bank Transfer
T03459;30/07/2025;C193;P033;S001;3;0.05;Bank Transfer
T03460;17/12/2023;C103;P010;S005;2;0.05;Bank Transfer
T03461;30/12/2023;C131;P029;S003;1;0;Credit Card
T03462;1/08/2025;C123;P049;S002;1;0;Mobile Money
T03463;21/04/2025;C154;P023;S004;4;0;Cash
T03464;29/10/2024;C030;P017;S004;5;0.05;Cash
T03465;19/02/2024;C021;P038;S002;5;0.1;Cash
